pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
308;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;removes option to toggle native file dialog on mac by making jabref aâ€¦;â€¦lways use native file dialogs on mac  as discussed in the dev meeting. but the option is only for mac users. to make this available for all other operating system  more has to be investigated. but this is not necessary for now.;;;;;;;;;1;0;;
309;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;remove translation string  an error occurred while fetching from inspire source (%0):;i assume that the user knows in which context he his  therefore we can reuse the generic exception message to have less strings opened for translation.;;;;;;;;;1;0;;
310;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;copacimportertest;new pr on a new branch. edited tests. no assignments. better formatting. cover dt (documenttype). new test in case an empty text is imported.  edit: added the suggestions into the testfile. checking the equality of copac and ris is ongoing.;;;;;;;;;1;0;;
311;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0; openoffice.org/libreoffice improvements;changed default file names suitable for oo.o 4 and lo 5 and added support for having both openoffice.org and libreoffice installed (sort of);;;;;;;;;1;0;;
320;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;concept: improve exception handling;(inspired by #301)   ultimate goal: improving the exception handling by - replacing generic exceptions by custom exceptions - support localization already on exception level   ... in the complete project.  current status:  - showing concept using newly introduced  jabrefexception  for the preferences import;;;;;;;;;1;0;;
321;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;endnote importer test;;;;;;;;;;1;0;;
329;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;moved things from the util file;i ve moved some methods from the util file to more suitable places.  the destination was determined by where the method was (most) used or where it seems to fit.  as a result of this i also moved the corresponding tests to a more suitable location.;;;;;;;;;1;0;;
330;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;328: added more and better information with unsaved database;![capturedialog](  (in this case it was a new database  otherwise the full path is shown.);;;;;;;;;1;0;;
331;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;make model independent;net.sf.jabref.model has no dependencies anymore to whatsoever in jabref. this would allow to extract these classes in a separate library. or to put them under heavy testing as this is the core of jabref.;;;;;;;;;1;0;;
332;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;better search;this pr is intended to work on the search capability.  it includes  and should include   there is an ongoing discussion of features at  -  concurrency bug as data structures are shared (boolean) -  documentation update (english) -  documentation update (german) -  disable/enable open in new window and global search only when a search has been executed previously -  why is  regex  search enabled by default? i would have expected it to be turned off as default. (i reset my preferences and started a vanilla jabref . -  remove debug output -  esc should leave the search and focus the currently selected entry -  i pressed  ctrl+f  multiple times. the view changed (behavior due to old jabref behavior  i would like to have that removed).  -  further  i cannot switch back from  filter  to  float . have to restart jabref. steps:  float  is activated. search for a string where you can see the floated area. switch to  filter . ok. switch back to  float : nothing happens. after a restart  float works as usual. -  preview is broken in combination with the new search. when switching from  float  to  fitler  and back: the preview panel constantly updates and the empty area above the entry grows and grows. however  this is a separate issue. --> fixed as this was a larger concurrency issue as a lot of code was not executed on the swing edt -  search is not aware of currently active groups. hence  the displayed search results (found x matches) may be strange to the user when no entries are shown at all. - [x] when the advanced search is active  the search icon on the left is marked red.  - [x] critical focus is lost from the search window sometimes as the entry editor can grab the focus in some cases. fixed by removing the set focus upon changing the entry editor tab.;;;;;;;;;1;0;;
335;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;clean-up of stringutil and some added tests;replaced/removed/unified some methods in stringutil and added some tests in stringutiltest.;;;;;;;;;1;0;;
336;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;inlined abbreviation button from journalabbreviationbutton to entryedâ€¦;moved the method generating the journal abbreviation button and inlined it in entryeditor.  i changed (and corrected) the translations strings and while i agree that the append-approach is not preferred there was a reason: if any of the menu items   options  and  manage journal abbreviations   are translated  but the tool tip is not  it will still give the correct information. the reason for not using %0 etc is that anything after the first string to be inserted is not translatable.;;;;;;;;;1;0;;
340;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;java8 + sidepane;java 8 conversion and removal of unused methods in sidepanemanager and sidepanecomponent.;;;;;;;;;1;0;;
342;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;added tests for most methods in stringutils;the ones that remain are: -  getpart - not really clear to me how it works -  findencodingsforstring - unused  but seems quite useful (e.g. we could possibly suggest an encoding when trying to save with a bad encoding)  related change in this pr: - change in filelisttablemodel  which basically reimplemented stringutil.encodestringarray;;;;;;;;;1;0;;
343;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0; replaced deprecated glazedlists-api with current;i replaced the deprecated calls to the glazedlists-api with the current versions. the major difference is that the new ones are not thread-safe and as such in most placed i ve used the suggested factory method to obtained a wrapped list/model.  this seems to work  but may require a bit more testing/thinking. especially to figure out if the wrapping may not be needed in all places and if there actually should be wrapping where there currently isn t.  a better option would be to explicitly lock and unlock the tables  but that require much more work.;;;;;;;;;1;0;;
351;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;show folder info on tab if file names are identical;- tab shows the minimal unique folder name substring if multiple database files share the same name;;;;;;;;;1;0;;
354;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;medline plain importer test;fixed indexoutofbounds for medlineplainimporter when testfile has lines with too few characters. removed unreachable code. created 100% testcoverage for medlineplainimporter.;;;;;;;;;1;0;;
356;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;test for inspecimporter;completed code coverage and discovered a bug in bibtexentrytype (bibtetentrytype.gettype() all_types.get() returns null);;;;;;;;;1;0;;
359;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;add test for bibtex key generation and refactoring;verify that special latex characters in author names are handled correctly in bibtex key generation (from [sf bug 1186](  small code cleanup ( makelabel  now returns voids since it updates the entry instead of returning a updated one);;;;;;;;;1;0;;
361;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;fix bug: encoding was not read from comment;the encoding was not correctly inferred from the first/second line of the file  i.e. from      % encoding: encoding      this bug is covered in the tests by changing the default encoding to something different from the encoding in the test files. fixed this bug by completely rewriting  checkforencoding .;;;;;;;;;1;0;;
368;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;rewrite and test some layout formatter;;;;;;;;;;1;0;;
370;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;add compatibility check for utf8;this pr attempts to 367  we have a bit of a problem.  utf8  came from these lines      java         try (inputstreamreader reader = openfile(filetoopen  suppliedencoding  fallbackencoding)) {             bibtexparser bp = new bibtexparser(reader)               parserresult pr = bp.parse()              pr.setencoding(reader.getencoding())       it is set in [this method call]( that s the java api. the  inputstreamreader  says that the proper name of the encoding is  utf8 .   my solution is an ugly compatibility hack in which we just insert the  -  manually. ugly  but works what do you think?;;;;;;;;;1;0;;
373;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;extracted logic out of filehistory;separated filehistory into filehistorymenu which contains the menu functions and filehistory which contains the logic for the file history.;;;;;;;;;1;0;;
374;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;better support for ieeetranbstctl entries;added better support for the specific fields in ieeetranbstctl. especially  a new extra field  yesno  was introduced to simplify the setting of some of the fields.;;;;;;;;;1;0;;
375;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;integrated key word handling in bibtexentry;moved the key word handling to bibtexentry.  added new methods addkeyword and addkeywords to simply add one or more keywords. will be useful when merging key words later on.;;;;;;;;;1;0;;
377;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;removed some random unused stuff;removed unused variables  methods  and classes that i happened to stumble upon.;;;;;;;;;1;0;;
378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;integrate gvk plugin;this integrates the [gvk plugin]( into jabref.  location of the original source code at http://jabref.tempelb.de/;;;;;;;;;1;0;;
379;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;1;add tests for the bibtex parser;i added a few tests for the bibtex parser. i appreciate your feedback about the following points. -  please have a look at the  todo  comments. these concern string concatenation and  @string  fields. for example in  parserecognizesdatefieldwithconcatenation  the field  date = {1-4~} # nov  is parsed as  1-4~#nov# . i wouldn t have expect the last sharp symbol. -  tests about jabref s metadata (groups etc.) are still missing. mostly  because i don t know the specifications :). maybe in a new pr. -  related to the previous point  the  guiglobals.meta_flag  flags should be moved to another place (they are not gui  but parser/writer logic). what would be an appropriate new home for them? -  there are 4 tests at the end of the file starting with  test . these tests fail (without the  @ignore  tag) but i m not sure what they test and what would be the expected behavior in these cases. -  there are quite a few ignored tests. these are related to open bugs in sf or are new bugs which i found while writing the tests (nothing big). i will open a new issue for the new bugs after this pr is merged.  for the record: while going through the code  i also changed the following things: - remove  bibtexparser.isrecognizedformat  since the code has quite a few shortcomings (whitespace before @ or closing brackets on new lines were a problem) and the execution was quite slow for big files - fixed a bug where loading a file with corrupted bibtex entries showed an exception  cf.  parseignoresandwarnsaboutcorruptedentry()  - made  entrytype  an abstract class which implements the  comparable  interface and overwrites  equals(object other) . thus new expressions like  entry.gettype() == bibtexentrytypes.article  return the expected result.;;;;;;;;;1;0;;
380;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;added month selection to entryeditor;added a button for the month field such that one can select a month and get the correct bibtex string for that month.  ideally there should probably be localized month names in the list  but i didn t manage to find a way to do that which still keeps the entry model independent  avoids hard coding the month names again and make sure that synclang can find the strings.;;;;;;;;;1;0;;
381;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;change default preferences: remote server is started;i think  the new default makes sense as jabref sometimes opens twice which is a bit annoying for me.  before resetting the preference every now and then  i had the remote server activated for a few months and it worked fine.;;;;;;;;;1;0;;
394;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;add toolbar icon for deleting an entry  and move menu item for this aâ€¦;â€¦ction to bibtex  fixes   open for review.;;;;;;;;;1;0;;
396;1;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;1;change representation of encodings to charset;instead of representing an encoding as a string we now use a charset. this idea was already discussed in pr #370.;;;;;;;;;1;0;;
401;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;fixed some issues reported by coverity;and cleaned up some disabled code in importinspectiondialog.;;;;;;;;;1;0;;
